CCV_AUC,SCV1_AUC,SCV2_AUC
0.77476,0.62818,0.71156
0.76936,0.69812,0.72314
0.77804,0.64132,0.70362
0.77392,0.68288,0.72108
0.77866,0.68616,0.70812
0.77814,0.6897,0.6778
0.77546,0.67784,0.65724
0.77502,0.68804,0.70968
0.7842,0.6309,0.65596
0.7857,0.61944,0.705
