CCV_AUC,SCV1_AUC,SCV2_AUC
0.78034,0.61858,0.71644
0.77964,0.69466,0.73974
0.77496,0.65778,0.70256
0.7752,0.68542,0.71118
0.77048,0.6625,0.73664
0.7818,0.61292,0.71338
0.768,0.67476,0.71906
0.7717,0.65648,0.70626
0.77098,0.63876,0.71536
0.78034,0.69624,0.68682
