CCV_AUC,SCV1_AUC,SCV2_AUC
0.93526,0.7534,0.8622
0.94328,0.84348,0.84004
0.93762,0.72072,0.84294
0.92824,0.83824,0.85292
0.94258,0.7281,0.83696
0.94236,0.72518,0.83178
0.93814,0.81742,0.82328
0.94654,0.79118,0.8635
0.94304,0.79208,0.83806
0.9408,0.85028,0.8459
