CCV_AUC,SCV1_AUC,SCV2_AUC
0.8333,0.7838,0.81566
0.83312,0.74324,0.81696
0.83266,0.71404,0.81318
0.83568,0.67298,0.81136
0.84232,0.69612,0.81092
0.83692,0.76808,0.80644
0.83544,0.73302,0.81754
0.83254,0.65852,0.80926
0.83994,0.71198,0.80736
0.83894,0.71376,0.79848
