CCV_AUC,SCV1_AUC,SCV2_AUC
0.83856,0.7742,0.8258
0.83126,0.74952,0.79814
0.83284,0.75612,0.80856
0.83122,0.74484,0.8024
0.83246,0.77598,0.80462
0.84112,0.75604,0.82556
0.82928,0.78884,0.8173
0.83716,0.781,0.80218
0.82798,0.73202,0.80972
0.83314,0.75414,0.82418
