CCV_AUC,SCV1_AUC,SCV2_AUC
0.7935,0.54624,0.69056
0.803,0.6249,0.68086
0.79492,0.56406,0.69884
0.79444,0.57838,0.6841
0.79468,0.61362,0.72666
0.80252,0.50592,0.68356
0.78778,0.53028,0.70256
0.79112,0.5762,0.69656
0.8031,0.64436,0.68536
0.79106,0.5264,0.68606
