CCV_AUC,SCV1_AUC,SCV2_AUC
0.87868,0.69474,0.81894
0.86534,0.65148,0.79408
0.869,0.7196,0.82654
0.86928,0.64082,0.8
0.87118,0.67014,0.8235
0.88548,0.66088,0.80526
0.88014,0.62044,0.80548
0.86868,0.6153,0.81912
0.87404,0.6078,0.80444
0.85876,0.70858,0.81094
