CCV_AUC,SCV1_AUC,SCV2_AUC
0.809,0.6723,0.78694
0.80396,0.68788,0.76644
0.80662,0.71232,0.75996
0.80788,0.69758,0.76772
0.80426,0.63298,0.7562
0.7972,0.75768,0.75822
0.80698,0.69878,0.76956
0.80382,0.71264,0.76098
0.80366,0.66316,0.75886
0.8032,0.6811,0.75558
