CCV_AUC,SCV1_AUC,SCV2_AUC
0.8455,0.66718,0.80634
0.83286,0.6795,0.81246
0.84254,0.63492,0.79152
0.83384,0.7104,0.8038
0.84276,0.73996,0.79752
0.83916,0.64158,0.81782
0.84768,0.6787,0.79246
0.83474,0.732,0.77438
0.84268,0.68892,0.81254
0.83506,0.6673,0.78972
