CCV_AUC,SCV1_AUC,SCV2_AUC
0.7519,0.7333,0.69818
0.75528,0.68736,0.67754
0.74582,0.61494,0.6937
0.7568,0.66872,0.67396
0.75548,0.59302,0.68232
0.76074,0.66232,0.71488
0.73622,0.66528,0.69818
0.75464,0.67094,0.67594
0.74822,0.67132,0.6405
0.76678,0.64344,0.70518
