CCV_AUC,SCV1_AUC,SCV2_AUC
0.94776,0.76366,0.91548
0.95072,0.81166,0.8837
0.949,0.71678,0.89232
0.94622,0.80314,0.90508
0.9472,0.78732,0.89558
0.9415,0.73104,0.88864
0.95018,0.67942,0.893275
0.94888,0.76448,0.8874
0.95018,0.74614,0.8936
0.9486,0.80808,0.88618
