CCV_AUC,SCV1_AUC,SCV2_AUC
0.82202,0.67018,0.77378
0.8249,0.65468,0.7451
0.8178,0.65158,0.77956
0.82182,0.60838,0.78432
0.81682,0.59646,0.77256
0.82088,0.6325,0.76596
0.81708,0.68688,0.74372
0.81628,0.68636,0.76992
0.81236,0.61314,0.752
0.81656,0.60826,0.73558
