CCV_AUC,SCV1_AUC,SCV2_AUC
0.8984,0.80882,0.83378
0.90064,0.81618,0.84562
0.89322,0.81478,0.81652
0.9003,0.79512,0.85632
0.8968,0.83152,0.83908
0.896,0.7968,0.87256
0.89466,0.81226,0.86608
0.8909,0.7507,0.83878
0.89782,0.833,0.8463
0.89922,0.78162,0.84624
