CCV_AUC,SCV1_AUC,SCV2_AUC
0.79396,0.59646,0.68412
0.80606,0.50628,0.75286
0.80392,0.59332,0.65958
0.80172,0.69256,0.71092
0.80334,0.6312,0.70366
0.8119,0.5541,0.67964
0.8008,0.63864,0.74546
0.79058,0.59782,0.73378
0.79998,0.5721,0.66778
0.79666,0.69182,0.70578
