CCV_AUC,SCV1_AUC,SCV2_AUC
0.81898,0.66358,0.7703
0.81772,0.65218,0.76734
0.81884,0.6763,0.74442
0.81894,0.6405,0.75944
0.81924,0.70548,0.78216
0.81816,0.55176,0.77546
0.81216,0.52342,0.78438
0.80904,0.67486,0.7777
0.8207,0.5294,0.74628
0.81838,0.63948,0.76776
