CCV_AUC,SCV1_AUC,SCV2_AUC
0.79484,0.66932,0.7125
0.79776,0.56574,0.6961
0.8039,0.64764,0.70222
0.79142,0.56926,0.7114
0.79366,0.44598,0.7099
0.79666,0.58362,0.69312
0.7824,0.58834,0.71168
0.79202,0.63342,0.7126
0.79404,0.53732,0.68584
0.78996,0.60204,0.7088
