CCV_AUC,SCV1_AUC,SCV2_AUC
0.82248,0.7467,0.76246
0.81038,0.61464,0.75064
0.81842,0.71358,0.76404
0.81996,0.64042,0.76758
0.8166,0.76258,0.7734
0.81704,0.69928,0.76602
0.82336,0.67056,0.77912
0.82292,0.69754,0.77446
0.81502,0.71664,0.76176
0.81902,0.66884,0.77676
