CCV_AUC,SCV1_AUC,SCV2_AUC
0.82046,0.7037,0.79882
0.819,0.71942,0.79714
0.82338,0.7152,0.78856
0.81712,0.74676,0.79672
0.81434,0.64432,0.78128
0.81336,0.64482,0.79128
0.8115,0.74324,0.7878
0.8136,0.6041,0.79164
0.81028,0.6249,0.80314
0.81314,0.70142,0.79058
