CCV_AUC,SCV1_AUC,SCV2_AUC
0.78082,0.65956,0.72694
0.77228,0.71232,0.72962
0.7745,0.6607,0.72464
0.76766,0.6015,0.7234
0.76538,0.58288,0.7502
0.77786,0.63922,0.73048
0.7742,0.58268,0.74052
0.77324,0.6919,0.74084
0.77324,0.62524,0.73742
0.77848,0.66806,0.73788
