CCV_AUC,SCV1_AUC,SCV2_AUC
0.96824,0.83912,0.95576
0.96766,0.74076,0.94874
0.96434,0.84878,0.95904
0.97128,0.83742,0.95976
0.96816,0.79744,0.94836
0.96676,0.8635,0.9472
0.9689,0.86954,0.95182
0.96818,0.86016,0.95218
0.96726,0.77356,0.9586
0.96944,0.89946,0.94932
