CCV_AUC,SCV1_AUC,SCV2_AUC
0.91938,0.6054,0.84474
0.9079,0.61894,0.86344
0.92454,0.66906,0.79952
0.90072,0.652,0.8567
0.91656,0.56292,0.84814
0.92228,0.55402,0.83624
0.92004,0.55908,0.8514
0.91278,0.61172,0.82154
0.90992,0.583,0.87972
0.91308,0.59964,0.85572
