CCV_AUC,SCV1_AUC,SCV2_AUC
0.95952,0.60826,0.83535
0.95844,0.71276,0.7834
0.95528,0.61324,0.84704
0.93996,0.62908,0.80594
0.95296,0.63856,0.82606
0.95154,0.75548,0.87858
0.92832,0.70666,0.86265
0.95934,0.66836,0.89556
0.96208,0.65064,0.86908
0.9539,0.69322,0.8717
