CCV_AUC,SCV1_AUC,SCV2_AUC
0.83936,0.6395,0.78366
0.84232,0.62384,0.8057
0.84204,0.61652,0.77564
0.84308,0.67542,0.79448
0.84626,0.61744,0.78232
0.84826,0.58342,0.79668
0.8481,0.59884,0.78892
0.83504,0.48292,0.7929
0.83718,0.60364,0.79292
0.84496,0.67792,0.80918
