CCV_AUC,SCV1_AUC,SCV2_AUC
0.75442,0.57456,0.69134
0.7465,0.58498,0.69428
0.74356,0.57598,0.69218
0.76278,0.55086,0.67116
0.7506,0.5965,0.70216
0.75924,0.54354,0.66156
0.75526,0.52012,0.6913
0.76172,0.61274,0.7048
0.76368,0.61968,0.69652
0.75506,0.6336,0.67318
