CCV_AUC,SCV1_AUC,SCV2_AUC
0.83314,0.74124,0.80386
0.83064,0.6938,0.81816
0.83576,0.7088,0.80742
0.8342,0.6984,0.79572
0.84054,0.75742,0.80508
0.83118,0.7516,0.80818
0.82972,0.73232,0.79558
0.83476,0.70172,0.80886
0.83718,0.70242,0.81316
0.83594,0.62418,0.80574
