CCV_AUC,SCV1_AUC,SCV2_AUC
0.83804,0.54496,0.78142
0.82606,0.68882,0.77624
0.83206,0.66568,0.76444
0.8429,0.65432,0.79332
0.82932,0.59396,0.77
0.8293,0.6223,0.75804
0.83334,0.62542,0.78258
0.8337,0.61954,0.73818
0.83592,0.64484,0.74162
0.8222,0.56992,0.78554
