CCV_AUC,SCV1_AUC,SCV2_AUC
0.94888,0.7912,0.93844
0.95038,0.76316,0.92616
0.94926,0.9078,0.93752
0.9524,0.90402,0.9527
0.94442,0.90594,0.93138
0.95016,0.88526,0.94458
0.95316,0.80758,0.94116
0.95056,0.70254,0.94068
0.94764,0.71808,0.93286
0.95184,0.80396,0.9346
