CCV_AUC,SCV1_AUC,SCV2_AUC
0.83642,0.48594,0.772
0.82256,0.65548,0.74194
0.84446,0.53918,0.7246
0.8416,0.63534,0.79252
0.83262,0.66268,0.67374
0.8314,0.54996,0.7881
0.84588,0.67522,0.7352
0.83592,0.53528,0.7429
0.8499,0.53486,0.8029
0.84094,0.5695,0.76112
