CCV_AUC,SCV1_AUC,SCV2_AUC
0.8093,0.54278,0.7129
0.8121,0.65388,0.74498
0.8123,0.55738,0.68584
0.81608,0.61018,0.69486
0.8139,0.56278,0.69074
0.82514,0.60702,0.71538
0.82952,0.52554,0.70578
0.83294,0.66464,0.73812
0.81464,0.69902,0.72462
0.80866,0.53046,0.6824
