CCV_AUC,SCV1_AUC,SCV2_AUC
0.79982,0.66712,0.7608
0.7992,0.66916,0.73806
0.80436,0.6354,0.73672
0.8023,0.60546,0.75014
0.80472,0.62344,0.74962
0.79622,0.63966,0.75378
0.79686,0.66052,0.74904
0.80946,0.6432,0.75294
0.79742,0.65784,0.73868
0.804,0.6822,0.75426
