CCV_AUC,SCV1_AUC,SCV2_AUC
0.73828,0.54398,0.67158
0.74046,0.54288,0.65558
0.74906,0.48838,0.66432
0.74918,0.54798,0.66732
0.73386,0.54256,0.6687
0.74484,0.47106,0.6636
0.743,0.52192,0.67436
0.73652,0.51356,0.65326
0.74374,0.63006,0.63288
0.74664,0.61724,0.65426
