CCV_AUC,SCV1_AUC,SCV2_AUC
0.85166,0.76112,0.79944
0.85462,0.7339,0.78888
0.85404,0.76356,0.81608
0.84968,0.78546,0.78808
0.85226,0.72616,0.80292
0.84968,0.75006,0.82054
0.85666,0.752,0.8079
0.84964,0.7604,0.79634
0.8486,0.74212,0.7925
0.8543,0.72484,0.79476
