CCV_AUC,SCV1_AUC,SCV2_AUC
0.80456,0.54256,0.75628
0.80986,0.57198,0.72868
0.80664,0.486,0.75308
0.81792,0.53306,0.73448
0.80412,0.73446,0.73986
0.79842,0.5355,0.7459
0.81062,0.70874,0.7708
0.80332,0.56628,0.73464
0.80796,0.49464,0.75658
0.8049,0.48142,0.71948
