CCV_AUC,SCV1_AUC,SCV2_AUC
0.82924,0.74652,0.77828
0.80446,0.70862,0.79052
0.81078,0.72472,0.75408
0.82724,0.69074,0.76476
0.81984,0.74252,0.7478
0.8139,0.71542,0.77768
0.80702,0.73256,0.76118
0.81902,0.75748,0.76628
0.8101,0.71952,0.73738
0.82418,0.72178,0.79228
