CCV_AUC,SCV1_AUC,SCV2_AUC
0.92934,0.85096,0.86384
0.93622,0.7631,0.87048
0.9012,0.8494,0.84656
0.9284,0.7543,0.87174
0.93164,0.8035,0.88806
0.92258,0.78022,0.8764
0.9399,0.7061,0.88096
0.93088,0.85798,0.83664
0.90244,0.87686,0.88278
0.93074,0.7936,0.86576
