CCV_AUC,SCV1_AUC,SCV2_AUC
0.8918,0.77854,0.81734
0.89404,0.79292,0.82622
0.88944,0.80902,0.80356
0.87926,0.84052,0.84226
0.88838,0.77154,0.81924
0.88208,0.81232,0.82546
0.88672,0.78512,0.83604
0.88578,0.77092,0.83484
0.89036,0.83104,0.84292
0.88922,0.75382,0.83452
