CCV_AUC,SCV1_AUC,SCV2_AUC
0.92122,0.71164,0.89264
0.92144,0.7148,0.88532
0.91588,0.66824,0.90914
0.92944,0.77408,0.90268
0.92362,0.7272,0.89046
0.92128,0.6782,0.9168
0.92516,0.76286,0.90188
0.92062,0.6586,0.89202
0.93076,0.73434,0.91596
0.9231,0.63516,0.91236
