CCV_AUC,SCV1_AUC,SCV2_AUC
0.71182,0.57634,0.5749
0.71088,0.62404,0.65228
0.71004,0.58334,0.65294
0.70938,0.54664,0.66582
0.71118,0.55362,0.6264
0.71006,0.55248,0.65992
0.71414,0.55816,0.64286
0.69692,0.59328,0.6497
0.70306,0.5752,0.66518
0.72048,0.59194,0.66606
