CCV_AUC,SCV1_AUC,SCV2_AUC
0.96612,0.92504,0.95732
0.9678,0.822,0.944625
0.9649,0.88008,0.96856
0.97032,0.86218,0.9401
0.9642,0.77438,0.91328
0.96966,0.70904,0.9006
0.96656,0.71584,0.93558
0.966,0.85502,0.95842
0.96972,0.84752,0.9441
0.96554,0.88536,0.93934
