CCV_AUC,SCV1_AUC,SCV2_AUC
0.9662,0.76678,0.93294
0.9716,0.80306,0.95008
0.96094,0.8187,0.94396
0.96358,0.8031,0.9463
0.9681,0.8419,0.911233333333333
0.96418,0.81338,0.924175
0.96782,0.84046,0.9435
0.96612,0.80818,0.95088
0.97054,0.83214,0.93774
0.96748,0.7851,0.95188
