CCV_AUC,SCV1_AUC,SCV2_AUC
0.81468,0.73632,0.77828
0.8133,0.71424,0.77608
0.81896,0.63764,0.77422
0.81646,0.69636,0.77722
0.82496,0.65902,0.78754
0.81654,0.65754,0.785
0.81892,0.65876,0.79346
0.81332,0.65066,0.7526
0.82022,0.61344,0.7786
0.81566,0.74112,0.76388
