CCV_AUC,SCV1_AUC,SCV2_AUC
0.81046,0.58538,0.77306
0.81968,0.6347,0.78694
0.81818,0.64092,0.78674
0.81222,0.72074,0.76314
0.81456,0.6816,0.77004
0.819,0.6844,0.78646
0.81488,0.67016,0.77088
0.81806,0.69296,0.77056
0.81594,0.63342,0.777
0.81466,0.68208,0.78096
